@id,@type,@lat,@lon,name,operator,substation,frequency,voltage
237272139,way,46.9080208,13.5371009,Gmünd,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
237272140,way,46.9198292,13.5289876,Karnerau,KNG-Kärnten Netz GmbH,distribution,50,20000
237439130,way,47.9648040,13.0994592,,Salzburg AG,minor_distribution,50,30000
237481688,way,47.5591290,12.7192283,,,minor_distribution,50,30000
237508930,way,46.9062747,13.5389939,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
237529172,way,46.9040955,13.5302296,Gmünd Vorstadt,KNG-Kärnten Netz GmbH,distribution,50,20000
237553935,way,47.1344772,13.1361798,,Salzburg AG,minor_distribution,50,30000
238782017,way,46.5527079,14.0139653,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
238843421,way,47.5889976,13.2879646,,Salzburg Netz,minor_distribution,50,30000
238975666,way,47.5586577,13.3737264,,SalzburgNetz,minor_distribution,50,30000
238981093,way,47.5603591,13.3519212,,Salzburg Netz,minor_distribution,50,30000
239116607,way,46.7809759,14.2565470,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239116609,way,46.7503054,14.2864543,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239116611,way,46.7597752,14.3194306,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239116614,way,46.7554550,14.2987068,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239116616,way,46.7634643,14.2743646,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239116618,way,46.7507373,14.2689269,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
239717815,way,47.5676458,13.3466744,,Salzburg AG,minor_distribution,50,30000
240292982,way,46.7540240,13.2513937,,KNG-Kärnten Netz GmbH,distribution,50,20000
241224566,way,47.0537295,15.4107975,Gollweg,Energie Steiermark,minor_distribution,,20000
241362513,way,47.2012904,15.1461245,Kleinalpe Krautwaschl,E-Steiermark,minor_distribution,50,20000;400
241716469,way,46.6269511,13.3727827,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
242082424,way,46.5664947,13.7559268,,KNG-Kärnten Netz GmbH,minor_distribution,,20000
242178805,way,46.6116981,14.2807328,Klagenfurt West,Energie Klagenfurt GmbH,distribution,50,110000
242212566,way,47.8897019,13.0823650,,Salzburg Netz,minor_distribution,50,30000
242222861,way,47.9030382,13.0942968,,Salzburg Netz,minor_distribution,50,30000
242260220,way,47.0274283,15.4014436,,,minor_distribution,,20000
242263758,way,47.0250163,15.4111564,Hafnerstraße II,,minor_distribution,,20000
242492668,way,47.0349702,15.4405186,,,minor_distribution,,20000
242573049,way,47.9118615,13.0912172,,Salzburg Netz,minor_distribution,50,30000
242606819,way,46.5529119,13.7933717,,KNG-Kärnten Netz GmbH,minor_distribution,,20000
242728003,way,47.2685517,12.3364043,Bramberg Leiten,Salzburg AG,minor_distribution,50,30000
242872990,way,47.7934875,13.0488097,,SalzburgAG,minor_distribution,50,30000
242877968,way,46.8359758,14.3944573,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
243100514,way,46.9153424,13.5508587,Kreuschlach,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
244212598,way,47.2262337,12.4927005,,,minor_distribution,50,30000
244224048,way,47.2759546,12.4434016,,,minor_distribution,50,30000
244224051,way,47.2766123,12.4455628,,,minor_distribution,50,30000
244405331,way,47.2733013,12.4855626,,,minor_distribution,50,30000
244666586,way,47.9031496,13.1326266,,Salzburg Netz,minor_distribution,50,30000
244666589,way,47.9128433,13.1123286,,Salzburg Netz,minor_distribution,50,30000
244666595,way,47.9153772,13.1251822,,Salzburg Netz,minor_distribution,50,30000
244797262,way,47.8680473,13.0701940,,Salzburg Netz,minor_distribution,50,30000
244797273,way,47.8756573,13.0989166,,Salzburg Netz,minor_distribution,50,30000
244799424,way,47.8955545,13.1133549,,Salzburg Netz,minor_distribution,50,30000
244921796,way,47.8786410,13.0135078,,,minor_distribution,50,30000
244921797,way,47.8725440,13.0188035,,Salzburg Netz,minor_distribution,50,30000
244921798,way,47.8801013,13.0042136,,,minor_distribution,50,30000
245256343,way,46.7228107,13.2561287,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
245279970,way,47.9378696,13.0865506,,Salzburg AG,minor_distribution,50,30000
245476910,way,47.8156587,13.0309444,,SalzburgAG,minor_distribution,50,30000
245729723,way,46.7396870,13.2131590,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
246684736,way,46.7504869,13.1732131,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
246901156,way,46.7312292,13.8487615,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
246926031,way,46.7465136,13.1668733,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
247041848,way,47.4491129,13.2540735,,,minor_distribution,50,30000
247096971,way,46.9105201,13.5328155,Gmünd Riesertratte Ost,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
247236360,way,47.9633337,13.0417523,Ansfelden,Salzburg AG,minor_distribution,50,30000
247349279,way,46.7343830,13.1213556,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
248171489,way,47.6621227,12.7418737,,,minor_distribution,50,30000
248365028,way,46.9517833,15.3846464,Dobl Neue Welt,,minor_distribution,,20000
248535463,way,46.6683154,14.1630759,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
248984533,way,47.7171465,13.4449178,,Salzburg AG,minor_distribution,50,30000
249213891,way,47.4063049,12.9724066,,,minor_distribution,50,30000
251062710,way,46.9459569,15.3589851,Dobl Mühlwegäcker,E-Steiermark,minor_distribution,50,20000;400
251237562,way,46.6847637,14.3384433,Trafo I Maria Saal,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
251954129,way,47.5918601,13.2020223,,Salzburg AG,minor_distribution,50,30000
252685048,way,46.9209151,13.5392308,Treffenboden,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
253167514,way,46.9636574,13.4879036,Feistritz bei Malta,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
